date,precipitation_sum,rain_sum,temperature_2m_max,temperature_2m_min,wind_speed_10m_max,shortwave_radiation_sum,sunshine_duration,target
2024-12-14,3.5,3.5,14.1,8.9,12.3,8.26,26259.07,1
2024-12-15,0.0,0.0,14.1,8.3,17.1,8.54,30101.99,0
2024-12-16,0.0,0.0,15.3,7.2,15.0,8.02,32400.0,0
2024-12-17,1.5,1.5,17.7,9.8,17.4,7.36,27704.54,1
2024-12-18,0.2,0.2,18.9,14.7,24.0,7.24,29277.92,1
2024-12-19,0.9,0.9,17.8,11.5,21.8,8.62,32400.0,1
2024-12-20,0.0,0.0,14.9,9.2,16.8,9.62,32400.0,0
2024-12-21,0.0,0.0,13.8,7.4,15.4,9.76,32400.0,0
2024-12-22,0.0,0.0,17.1,8.1,20.2,9.47,32400.0,0
2024-12-23,0.0,0.0,15.6,10.4,25.0,9.54,32400.0,0
2024-12-24,0.0,0.0,15.6,8.3,22.0,9.59,32400.0,0
2024-12-25,0.0,0.0,15.0,8.9,13.4,9.42,32400.0,0
2024-12-26,0.0,0.0,15.7,9.3,14.5,9.14,32400.0,0
2024-12-27,0.0,0.0,14.6,8.5,11.3,9.36,32400.0,0
2024-12-28,0.0,0.0,14.3,8.1,13.9,9.42,32400.0,0
2024-12-29,0.0,0.0,13.6,7.3,13.6,9.76,32516.16,0
2024-12-30,0.0,0.0,13.1,6.5,12.4,9.66,32492.59,0
2024-12-31,0.0,0.0,13.2,7.0,12.5,8.85,32468.26,0
